City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,asbestos,45.7668,-71.9324,22.75,99,100,1.17,CA,1719189154
289,dawesville,30.9224,-84.0091,35.23,52,0,4.12,US,1719189154
290,slavutych,51.5196,30.7343,14.55,88,0,3.04,UA,1719189154
291,kindu,-2.95,25.95,22.72,68,54,0.29,CD,1719189155
292,nicoya,10.1483,-85.452,24.97,92,100,0.81,CR,1719189155
293,paranaiba,-19.6772,-51.1908,22.64,41,0,3.04,BR,1719189155
294,bac kan,22.1333,105.8333,27.27,93,100,0.79,VN,1719189155
295,bay harbor,30.1471,-85.6146,29.97,76,0,5.66,US,1719189156
296,frontera,26.9333,-101.45,29.38,59,57,1.79,MX,1719189156
297,trairi,-3.2778,-39.2689,25.64,82,100,4.39,BR,1719189156
298,badger,64.8,-147.5333,27.77,23,40,2.06,US,1719188874
299,mahina,-17.5065,-149.489,26.87,65,20,9.77,PF,1719189157
300,port alfred,-33.5906,26.891,19.3,50,0,2.38,ZA,1719189157
301,qui nhon,13.7667,109.2333,27.53,71,100,2.7,VN,1719189089
302,parintins,-2.6283,-56.7358,25.7,74,47,0.93,BR,1719189157
303,geraldton,-28.7667,114.6,9.23,87,0,2.57,AU,1719189019
304,prineville,44.2999,-120.8345,29.39,9,0,7.72,US,1719189158
305,watertown,42.3709,-71.1828,27.45,77,0,7.72,US,1719189158
306,okha,53.5739,142.9478,12.64,69,7,7.4,RU,1719189158
307,sidi ifni,29.3797,-10.173,20.86,90,40,1.36,MA,1719189159
308,sandpoint,48.2766,-116.5533,25.81,36,0,5.14,US,1719188865
309,ostersund,63.1792,14.6357,9.25,89,40,2.57,SE,1719189159
310,happy valley-goose bay,53.3168,-60.3315,19.17,27,20,3.6,CA,1719189159
311,kirkland lake,48.1446,-80.0377,19.16,72,43,1.03,CA,1719189160
312,labuan bajo,-8.4964,119.8877,27.23,66,59,1.79,ID,1719189160
313,pionerskiy,54.9508,20.2275,14.91,86,100,8.13,RU,1719189160
314,gisborne,-38.6533,178.0042,13.48,85,47,0.38,NZ,1719189161
315,alghero,40.5589,8.3181,17.05,88,0,1.03,IT,1719189161
316,alaghsas,17.0187,8.0168,29.62,42,100,4.52,NE,1719189161
317,kuluncak,38.8828,37.6728,17.91,58,0,3.5,TR,1719189161
318,hasaki,35.7333,140.8333,27.22,84,56,0.93,JP,1719189162
319,nar'yan-mar,67.6713,53.087,8.5,78,98,3.34,RU,1719189162
320,luwuk,-0.9516,122.7875,25.8,76,51,1.89,ID,1719189162
321,birjand,32.8663,59.2211,22.26,30,0,3.09,IR,1719189163
322,sanga-sanga,5.0725,119.7853,27.33,80,99,6.77,PH,1719189163
323,sorong,-0.8833,131.25,27.39,81,40,3.6,ID,1719189163
324,keflavik,64.0049,-22.5624,8.95,93,40,4.63,IS,1719189163
325,hammerfest,70.6634,23.6821,11.25,87,75,2.06,NO,1719189164
326,villa gesell,-37.2639,-56.973,6.7,65,4,8.46,AR,1719189164
327,ratnagiri,16.9833,73.3,26.69,87,91,2.3,IN,1719189164
328,gaspe,48.8334,-64.4819,15.12,88,100,1.03,CA,1719189164
329,guiberoua,6.2392,-6.1727,22.18,100,90,1.44,CI,1719189165
330,tocopilla,-22.092,-70.1979,17.52,78,0,2.11,CL,1719189165
331,altai,46.3722,96.2583,20.13,21,100,4.77,MN,1719189165
332,linhares,-19.3911,-40.0722,20.28,95,1,1.33,BR,1719189165
333,fort mcmurray,56.7268,-111.381,22.73,60,20,6.17,CA,1719189068
334,tank,32.2217,70.3793,34.32,27,5,1.76,PK,1719189166
335,vejle,55.7093,9.5357,14.42,97,9,3.47,DK,1719189166
336,melfi,40.9965,15.6514,15.27,82,11,2.6,IT,1719189166
337,copiapo,-27.3667,-70.3333,10.83,54,100,0.5,CL,1719189167
338,charleston,32.7766,-79.9309,29.45,86,40,5.14,US,1719189144
339,loen,7.7601,168.2307,28.22,81,28,8.33,MH,1719189168
340,pitimbu,-7.4706,-34.8086,24.33,82,19,4.92,BR,1719189168
341,jamestown,42.097,-79.2353,21.77,94,100,7.2,US,1719189142
342,novomyrhorod,48.7811,31.642,16.24,95,100,3.29,UA,1719189168
343,minas de marcona,-15.2119,-75.1103,12.27,87,43,6.21,PE,1719189169
344,freetown,8.484,-13.2299,26.12,85,100,2.07,SL,1719189169
345,badiyah,22.45,58.8,32.27,44,100,2.56,OM,1719189169
346,lae,-6.7221,146.9847,28.37,69,21,2.54,PG,1719189170
347,east london,-33.0153,27.9116,19.13,46,0,3.16,ZA,1719189170
348,sikonge,-5.6333,32.7667,14.65,56,100,2.53,TZ,1719189170
349,baotou,40.6522,109.8222,20.01,31,0,1.55,CN,1719189171
350,paoua,7.2427,16.4406,21.31,91,100,1.7,CF,1719189171
351,utrik,11.2278,169.8474,27.92,80,33,9.5,MH,1719189171
352,chilaw,7.5758,79.7953,28.01,85,70,10.84,LK,1719189172
353,brisas de zicatela,15.8369,-97.0419,29.29,79,40,3.09,MX,1719189172
354,tolanaro,-25.0319,46.9987,20.04,83,75,8.23,MG,1719189172
355,farah,32.5,62.5,27.32,24,0,3.22,AF,1719189172
356,grand baie,-20.0182,57.5802,23.26,71,1,2.24,MU,1719189173
357,quartu sant'elena,39.2419,9.1839,19.44,70,0,1.54,IT,1719189173
358,hithadhoo,-0.6,73.0833,28.5,75,0,2.52,MV,1719189173
359,ta`u,-14.2336,-169.5144,26.43,62,78,9.22,AS,1719189173
360,codrington,-38.2667,141.9667,12.03,56,98,9.26,AU,1719189174
361,salekhard,66.53,66.6019,12.17,65,97,5.5,RU,1719189174
362,mugia,43.1041,-9.2179,20.09,94,96,7.89,ES,1719189174
363,stara zagora,42.4328,25.6419,17.18,77,91,1.77,BG,1719189174
364,gambiran satu,-8.3939,114.1464,22.25,100,100,0.08,ID,1719189175
365,n'zeto,-7.2312,12.8666,22.13,90,100,1.83,AO,1719189175
366,al ghayzah,16.2079,52.176,28.12,81,100,2.17,YE,1719189175
367,eirunepe,-6.6603,-69.8736,26.64,69,67,1.29,BR,1719189175
368,agat village,13.3886,144.6585,31.52,76,20,7.2,GU,1719189176
369,nikolayevsk-on-amure,53.1406,140.73,20.1,48,4,2.83,RU,1719189177
370,yulinshi,38.2906,109.7494,20.68,32,0,5.87,CN,1719189177
371,kotabumi,-4.8333,104.9,25.67,76,100,2.15,ID,1719189177
372,boke,10.9409,-14.2967,25.31,93,100,1.22,GN,1719189178
373,lata,40.1629,-8.3327,19.95,89,86,0.6,PT,1719189178
374,las animas,-39.8087,-73.2182,6.08,100,100,0.82,CL,1719189178
375,dolores,-36.3132,-57.6792,6.32,68,5,4.65,AR,1719189179
376,kampong cham,11.9934,105.4635,25.58,81,100,4.63,KH,1719189179
377,tateyama,34.9833,139.8667,25.63,84,74,5.97,JP,1719189179
378,dudinka,69.4058,86.1778,14.21,85,100,2.72,RU,1719189179
379,kudahuvadhoo,2.6708,72.8944,28.56,76,98,4.37,MV,1719189180
380,vegreville,53.5001,-112.0518,26.17,38,100,3.6,CA,1719189180
381,chanika,-5.4167,38.0167,14.59,96,10,1.26,TZ,1719189180
382,nevada,39.2502,-116.7512,27.81,10,5,8.86,US,1719189181
383,katerini,40.2719,22.5025,25.54,74,0,0.67,GR,1719189181
384,saldanha,-33.0117,17.9442,10.03,90,0,2.55,ZA,1719189181
385,fuerte olimpo,-21.0415,-57.8738,27.68,38,2,2.48,PY,1719189181
386,balancan,17.8,-91.5333,25.23,88,100,2.02,MX,1719189182
387,walla walla,46.0646,-118.343,28.43,25,0,6.17,US,1719188922
388,tanjung sepat,2.6579,101.5629,30.05,91,20,0.51,MY,1719189182
389,gasa,31.5,34.4667,24.85,81,0,2.79,PS,1719189182
390,pointe-noire,-4.7761,11.8635,22.04,94,20,1.54,CG,1719189183
391,longmen,24.9597,118.0889,30.34,70,100,2.09,CN,1719189183
392,upington,-28.4478,21.2561,13.21,38,0,3.6,ZA,1719189183
393,arar,30.9753,41.0381,29.01,21,0,3.09,SA,1719189183
394,calchaqui,-29.8877,-60.287,13.64,61,99,5.68,AR,1719189184
395,vernon,50.2581,-119.2691,24.34,28,19,2.57,CA,1719188953
396,east ballina,-28.8667,153.5833,16.09,71,23,4.77,AU,1719189184
397,akrehamn,59.2667,5.1833,11.67,82,0,2.57,NO,1719189184
398,markala,13.7021,-6.0659,33.24,45,0,4.21,ML,1719189185
399,betafo,-19.8333,46.85,9.25,90,23,2.83,MG,1719189185
400,persembe,41.0656,37.7714,18.68,84,44,1.13,TR,1719189185
401,pine ridge,28.9383,-82.4734,28.99,74,0,0.0,US,1719189186
402,tofol,5.3248,163.0078,30.88,70,75,5.14,FM,1719189186
403,lospalos,-8.5186,127.0025,24.3,69,47,4.61,TL,1719189186
404,kulhudhuffushi,6.6221,73.07,28.34,81,100,7.92,MV,1719189187
405,petauke,-14.2426,31.3253,13.73,80,0,5.27,ZM,1719189187
406,kovdor,67.5662,30.4758,13.63,70,100,1.56,RU,1719189187
407,yekaterinoslavka,50.3734,129.1139,20.98,55,30,3.0,RU,1719189187
408,ayaviri,-14.8864,-70.5889,7.19,54,0,1.41,PE,1719189188
409,bonthe,7.5264,-12.505,25.3,90,83,2.07,SL,1719189188
410,wewak,-3.5534,143.6268,29.15,73,100,2.97,PG,1719189188
411,ginir,7.1333,40.7,13.01,83,95,3.64,ET,1719189189
412,hillsborough,37.5741,-122.3794,34.6,76,20,9.77,US,1719189189
413,jamai,22.2,78.5833,24.5,81,0,1.41,IN,1719189189
414,albertina,-22.2008,-46.6158,16.51,62,0,2.88,BR,1719189189
415,zaozersk,69.4005,32.4476,9.55,80,8,1.16,RU,1719189190
416,yeppoon,-23.1333,150.7333,19.03,56,8,3.94,AU,1719189190
417,ad dabbah,18.05,30.95,32.57,13,89,3.51,SD,1719189190
418,cannonvale,-20.2833,148.7,21.44,57,0,5.6,AU,1719189190
419,yoloten,37.2989,62.3597,25.76,49,100,0.87,TM,1719189191
420,shalkar,47.8288,59.6258,18.38,49,21,7.93,KZ,1719189191
421,klyavlino,54.2649,52.0267,12.2,91,100,9.01,RU,1719189191
422,bubaque,11.2833,-15.8333,27.22,84,74,3.9,GW,1719189191
423,braniewo,54.3797,19.8196,15.71,84,100,7.19,PL,1719189192
424,kapuskasing,49.4169,-82.4331,25.05,35,75,3.09,CA,1719189192
425,waiuku,-37.25,174.75,13.72,66,100,1.15,NZ,1719189192
426,nogliki,51.8333,143.1667,11.6,71,1,6.75,RU,1719189193
427,porto novo,6.4965,2.6036,25.59,89,100,3.1,BJ,1719189193
428,faya-largeau,17.9257,19.1043,34.06,12,28,5.33,TD,1719189193
429,groningen,53.25,6.75,14.53,90,5,1.03,NL,1719189194
430,bima,-8.4667,118.7167,26.49,75,96,2.78,ID,1719189194
431,navia,43.5354,-6.7194,16.88,96,99,1.26,ES,1719189194
432,alliance,40.9153,-81.1059,26.12,90,2,4.03,US,1719189158
433,veliki preslav,43.1667,26.8167,15.23,83,100,0.67,BG,1719189195
434,wingham,43.8879,-81.3114,18.55,82,37,7.85,CA,1719189195
435,seydi,39.4816,62.9137,26.55,28,21,3.82,TM,1719189195
436,yaren,-0.5472,166.916,28.75,73,41,3.69,NR,1719189196
437,port lincoln,-34.7333,135.8667,13.56,65,100,6.92,AU,1719189196
438,jamaame,0.0697,42.745,24.22,82,99,5.04,SO,1719189196
439,kitimat,54.0524,-128.6534,18.21,77,91,2.85,CA,1719189115
440,gorlice,49.6556,21.1604,15.66,96,24,1.42,PL,1719189197
441,fort wellington,6.4,-57.6,25.52,88,100,3.75,GY,1719189197
442,misratah,32.3754,15.0925,23.75,73,0,2.57,LY,1719189197
443,gornozavodsk,58.3758,58.3211,16.71,98,100,3.65,RU,1719189197
444,miri,4.4148,114.0089,27.08,83,20,2.57,MY,1719189198
445,wanganui,-39.9333,175.05,14.15,59,51,0.92,NZ,1719189198
446,wicklow,53.0,-6.4167,15.24,89,24,0.66,IE,1719189198
447,vila velha,-20.3297,-40.2925,23.97,78,75,5.66,BR,1719189199
448,pagar alam,-4.0167,103.2667,23.73,69,94,0.56,ID,1719189199
449,kiunga,-6.1219,141.2906,25.71,95,88,1.39,PG,1719189199
450,meadow lake,34.8014,-106.5436,30.21,50,100,10.72,US,1719189199
451,pacific grove,36.6177,-121.9166,25.3,86,0,5.66,US,1719189081
452,kristinestad,62.2743,21.376,12.83,91,66,1.26,FI,1719189200
453,nuku'alofa,-21.1333,-175.2,25.19,61,20,6.69,TO,1719189200
454,agdam,39.991,46.9274,20.52,74,0,1.51,AZ,1719189200
455,lagunas,-5.2269,-75.6753,25.93,73,21,1.42,PE,1719189201
456,banaz,38.7371,29.7519,21.6,37,0,3.67,TR,1719189201
457,mossel bay,-34.1831,22.146,11.96,79,0,0.67,ZA,1719189202
458,campo grande,-20.4428,-54.6464,23.75,60,0,3.09,BR,1719189202
459,miraflores de la sierra,40.8155,-3.7621,18.94,76,0,1.43,ES,1719189202
460,kakanj,44.1272,18.1181,21.66,98,100,1.49,BA,1719189202
461,prince rupert,54.3161,-130.3201,14.83,94,100,3.09,CA,1719189203
462,atasu,48.6814,71.6433,23.22,54,100,2.75,KZ,1719189203
463,tarko-sale,64.9225,77.785,22.04,57,35,4.11,RU,1719189203
464,newport,51.5877,-2.9984,16.92,91,12,1.73,GB,1719189203
465,ceylanpinar,36.8472,40.05,27.42,25,0,2.1,TR,1719189204
466,usinsk,65.9939,57.5281,13.6,77,100,3.24,RU,1719189204
467,sitka,57.0531,-135.33,12.94,88,75,2.57,US,1719189204
468,bileca,42.8719,18.4297,18.94,89,0,2.43,BA,1719189205
469,mezhdurechenskiy,59.6,65.9333,19.52,84,100,3.02,RU,1719189205
470,vorgashor,67.5833,63.95,13.45,59,100,1.92,RU,1719189205
471,malango,-2.9627,119.9001,23.85,80,86,1.24,ID,1719189205
472,rehburg-loccum,52.4667,9.2,16.71,85,40,0.0,DE,1719189206
473,suratgarh,29.3167,73.9,35.52,28,100,3.46,IN,1719189206
474,holualoa,19.6228,-155.9522,26.97,83,40,5.14,US,1719189198
475,puerto lempira,15.2667,-83.7667,26.08,78,40,0.0,HN,1719189206
476,horsham,51.064,-0.3272,18.34,80,75,0.51,GB,1719189207
477,achit,56.7985,57.8994,16.22,97,98,1.81,RU,1719189207
478,ruwandiz,36.6163,44.5311,25.26,36,1,2.2,IQ,1719189207
479,brasileia,-11.0161,-68.7481,28.67,49,93,1.07,BR,1719189208
480,okhotsk,59.3833,143.3,11.98,77,61,3.23,RU,1719189208
481,suksun,57.1431,57.3949,16.61,98,98,3.67,RU,1719189208
482,san patricio,28.017,-97.5169,32.05,76,1,4.02,US,1719189209
483,kalianget,-7.05,113.9333,29.41,75,100,6.17,ID,1719189209
484,biltine,14.5333,20.9167,27.0,66,100,8.54,TD,1719189209
485,labrador city,52.9463,-66.9114,16.95,36,40,3.6,CA,1719189209
486,fenghuang,27.9356,109.5996,22.97,96,100,0.32,CN,1719189210
487,jinchang,38.4953,102.1739,19.71,39,0,4.04,CN,1719189210
488,koryazhma,61.3143,47.1691,7.07,80,100,2.88,RU,1719189210
489,bismarck,46.8083,-100.7837,28.26,55,0,4.12,US,1719189100
490,coquimbo,-29.9533,-71.3436,13.85,74,100,3.6,CL,1719189211
491,sao joao da barra,-21.6403,-41.0511,24.05,88,50,6.95,BR,1719189211
492,murud,18.3258,72.965,25.85,88,96,3.53,IN,1719189211
493,aral,40.5156,81.2636,32.33,9,100,2.32,CN,1719189212
494,goz beida,13.95,20.55,26.95,64,100,6.58,TD,1719189212
495,neklyudovo,56.4114,43.9814,7.99,83,78,2.23,RU,1719189213
496,joshimath,30.5667,79.5667,18.4,74,100,1.83,IN,1719189214
497,windham,41.8334,-72.0001,25.43,83,0,3.6,US,1719189214
498,almeirim,-1.5233,-52.5817,24.56,81,100,0.77,BR,1719189214
499,mhangura,-16.8939,30.1683,9.85,70,0,1.92,ZW,1719189215
500,okakarara,-20.5833,17.4333,8.48,53,0,2.56,NA,1719189215
501,sinjai,-5.1241,120.253,27.03,78,81,2.05,ID,1719189215
502,nuuk,64.1835,-51.7216,3.34,93,100,4.63,GL,1719189216
503,hudiksvall,61.729,17.1036,13.64,70,98,4.19,SE,1719189216
504,longboat key,27.4125,-82.659,29.0,47,0,2.57,US,1719189216
505,ascension,30.2169,-90.9001,34.12,73,75,3.09,US,1719189216
506,notodden,59.5594,9.2585,14.18,73,0,2.44,NO,1719189217
507,nizhniy odes,63.6445,54.856,9.65,81,100,2.51,RU,1719189217
508,el alto,-4.2714,-81.2147,19.81,83,5,5.19,PE,1719189217
509,alvaraes,-3.2208,-64.8042,25.49,81,80,1.42,BR,1719189217
510,ketchikan,55.3422,-131.6461,16.3,63,40,5.66,US,1719189163
511,shalqar,47.8333,59.6,18.4,49,29,7.91,KZ,1719189218
512,filiatra,37.15,21.5833,25.94,90,1,3.25,GR,1719189218
513,novyy urgal,51.0736,132.5642,19.98,47,0,0.99,RU,1719189218
514,antofagasta,-23.65,-70.4,14.6,87,59,1.18,CL,1719189219
515,diego de almagro,-26.3667,-70.05,12.3,54,4,0.18,CL,1719189219
516,nadym,65.5333,72.5167,14.82,88,100,4.9,RU,1719189219
517,panacan,9.2463,118.4082,28.33,74,80,0.8,PH,1719189220
518,erenhot,43.6475,111.9767,21.23,31,98,4.06,CN,1719189220
519,valle de la pascua,9.2155,-66.0073,24.05,93,59,0.53,VE,1719189220
520,salinopolis,-0.6136,-47.3561,26.12,85,100,4.66,BR,1719189220
521,esquel,-42.9,-71.3167,0.55,91,99,0.8,AR,1719189221
522,santiago de tolu,9.5239,-75.5814,26.89,85,43,3.09,CO,1719189221
523,chokwe,-24.5333,32.9833,17.53,78,64,2.9,MZ,1719189221
524,ishpeming,46.4885,-87.6676,19.52,75,100,2.32,US,1719189221
525,howrah,22.5892,88.3103,30.0,89,75,0.0,IN,1719189222
526,mbanza kongo,-6.267,14.2401,18.47,98,60,0.85,AO,1719189222
527,sabha,27.0377,14.4283,29.62,23,0,4.96,LY,1719189222
528,keren,15.7778,38.4581,22.15,74,2,1.55,ER,1719189222
529,conception bay south,47.4999,-52.9981,16.69,74,100,6.08,CA,1719189140
530,nabire,-3.3667,135.4833,29.22,72,100,0.84,ID,1719189223
531,howard springs,-12.497,131.047,23.82,59,5,4.3,AU,1719189224
532,argo,37.6333,22.7333,23.77,39,0,1.95,GR,1719189224
533,bambanglipuro,-7.95,110.2833,26.6,79,100,7.49,ID,1719189224
534,trondheim,63.4305,10.3951,12.03,82,45,2.68,NO,1719189225
535,cidreira,-30.1811,-50.2056,16.58,94,100,5.34,BR,1719189225
536,forster,-32.1667,152.5167,16.27,70,0,1.16,AU,1719189030
537,bikenibeu village,1.3673,173.1241,30.98,74,20,2.57,KI,1719189226
538,sovetsk,55.0839,21.8785,14.66,99,100,2.68,RU,1719189226
539,mammoth lakes,37.6485,-118.9721,26.4,20,40,3.6,US,1719189137
540,volchikha,52.0333,80.3833,25.85,51,94,2.32,RU,1719189227
541,kupang,-10.1667,123.5833,26.33,68,20,6.97,ID,1719189048
542,itaituba,-4.2761,-55.9836,25.44,71,36,0.98,BR,1719189227
543,portel,-1.9356,-50.8211,25.45,70,42,1.33,BR,1719189227
544,aberdeen,57.1437,-2.0981,12.27,95,22,3.09,GB,1719189165
545,vegueta,-11.0231,-77.6431,17.51,81,17,4.62,PE,1719189228
546,manicore,-5.8092,-61.3003,27.04,58,32,0.98,BR,1719189228
547,sarmiento,-45.5882,-69.07,-2.04,83,12,2.81,AR,1719189229
548,island harbour,50.724,-1.2758,15.68,81,2,2.27,GB,1719189229
549,saint-pierre,-21.3393,55.4781,18.82,72,0,2.57,RE,1719189229
550,shingu,33.7333,135.9833,30.55,56,77,3.06,JP,1719189229
551,katsuura,35.1333,140.3,26.02,82,91,6.72,JP,1719189230
552,seven pagodas,12.6264,80.1722,29.51,67,100,4.59,IN,1719189230
553,mata-utu,-13.2816,-176.1745,27.7,65,99,9.92,WF,1719189230
554,tamandare,-8.7597,-35.1047,24.57,79,9,3.15,BR,1719189230
555,mar del plata,-38.0023,-57.5575,8.38,76,40,6.71,AR,1719189154
556,farkhar,36.5729,69.8578,21.09,44,24,2.61,AF,1719189231
557,hargeysa,9.56,44.065,20.38,67,50,14.03,SO,1719189231
558,vanimo,-2.6741,141.3028,27.27,84,100,1.96,PG,1719189231
559,fort-shevchenko,44.5086,50.263,23.04,75,11,4.47,KZ,1719189232
560,siniscola,40.5719,9.6922,19.75,82,7,2.64,IT,1719189232
561,quincy,42.2529,-71.0023,27.33,85,100,6.69,US,1719189232
562,port shepstone,-30.7414,30.455,16.48,81,0,5.41,ZA,1719189233
563,tulun,54.5611,100.5792,16.06,64,0,1.86,RU,1719189233
564,noumea,-22.2763,166.4572,26.99,99,88,3.13,NC,1719189011
565,fruitland,38.3221,-75.6202,32.01,66,0,7.72,US,1719189233
566,envira,-7.3,-70.2167,26.15,70,83,1.0,BR,1719189234
567,darwin,-12.4611,130.8418,23.3,45,0,5.66,AU,1719188784
568,dieppe,49.75,1.1667,14.62,93,2,0.8,FR,1719189234
569,bouar,5.934,15.596,18.75,92,100,0.49,CF,1719189234
570,ilha de mocambique,-15.0342,40.7358,23.5,73,0,7.04,MZ,1719189235
571,tlahualilo de zaragoza,26.1167,-103.45,28.61,44,100,3.66,MX,1719189235
572,bokani,9.4333,5.2,25.19,83,100,1.52,NG,1719189235
573,nantucket,41.2835,-70.0995,23.34,100,100,9.77,US,1719189069
574,praia da vitoria,38.7333,-27.0667,22.14,83,40,2.53,PT,1719189236
575,belgrade,44.804,20.4651,22.81,78,0,3.6,RS,1719189170
576,villanueva,15.3167,-88.0,30.55,70,40,5.66,HN,1719189236
577,deniliquin,-35.5333,144.9667,10.81,59,99,4.03,AU,1719189237
